Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Taxon rank,Scientific name and authority,GBIF URL,Division,Growth form,Origin,Endemism,Conservation Status
Plantae,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Oocystis, ,Oocystis  ,Genus,"Oocystis Nägeli ex A.Braun, 1855",https://www.gbif.org/species/2641454,Chlorophyta,Single cells/colonial,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Oocystis ,rupestris,Oocystis rupestris,Species,,,Chlorophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Orthoseirales,Orthoseiraceae,Orthoseira,,Orthoseira,Genus,"Orthoseira G.H.K.Thwaites, 1848",https://www.gbif.org/species/3193880,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,,Oscillatoria ,Genus,"Oscillatoria Vaucher ex Gomont, 1892",https://www.gbif.org/species/7679569,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria ,princeps,Oscillatoria princeps,Species,Oscillatoria princeps Vaucher & Gomont,https://www.gbif.org/species/3218836,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria ,sancta,Oscillatoria sancta,Species,Oscillatoria sancta Kütz. ex Gomont,https://www.gbif.org/species/3218782,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria ,tenuis,Oscillatoria tenuis,Species,Oscillatoria tenuis Agardh,https://www.gbif.org/species/3218346,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Oxyneis,,Oxyneis,Genus,"Oxyneis F.E.Round, 1990",https://www.gbif.org/species/9584429,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Palmella, ,Palmella  ,Genus,Palmella Lyngb.,https://www.gbif.org/species/2639539,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum, ,Pediastrum  ,Genus,"Pediastrum Meyen, 1829",https://www.gbif.org/species/2641883,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum ,duplex,Pediastrum duplex,Species,Pediastrum duplex Meyen,https://www.gbif.org/species/2641920,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Peniaceae,Penium,,Penium,Genus,"Penium Brébisson ex Ralfs, 1848",https://www.gbif.org/species/9804087,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Phacus ,,Phacus  ,Genus,"Phacus Dujardin, 1841",https://www.gbif.org/species/6761067,Euglenophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Phormidium ,,Phormidium,Genus,"Phormidium Kützing ex Gomont, 1892",https://www.gbif.org/species/9022786,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,,Pinnularia,Genus,"Pinnularia C.G.Ehrenberg, 1843",https://www.gbif.org/species/8305917,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,acrosphaeria,Pinnularia acrosphaeria,Species,Pinnularia acrosphaeria W.Sm.,https://www.gbif.org/species/7633974,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,borealis,Pinnularia borealis,Species,Pinnularia borealis Ehrenberg,https://www.gbif.org/species/5268507,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,divergens,Pinnularia divergens,Species,Pinnularia divergens W.Sm.,https://www.gbif.org/species/7542476,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,gibba,Pinnularia gibba,Species,Pinnularia gibba Ehrenb.,https://www.gbif.org/species/8163411,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,microstauron var. rostrata,Pinnularia microstauron var. rostrata,Species,"Pinnularia microstauron var. rostrata K.Krammer, 2000",https://www.gbif.org/species/7389342,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,rostrata,Pinnularia rostrata,Species,"Pinnularia rostrata H.Heiden, 1928",https://www.gbif.org/species/7618507,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,subcapitata,Pinnularia subcapitata,Species,Pinnularia subcapitata W.Greg.,https://www.gbif.org/species/7938722,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,subgibba,Pinnularia subgibba,Species,"Pinnularia subgibba Krammer, 1992",https://www.gbif.org/species/8091953,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia                 ,subgibba var. sublinearis,Pinnularia subgibba var. sublinearis,Species,"Pinnularia subgibba var. sublinearis Krammer, 2000",https://www.gbif.org/species/8045181,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,sudetica,Pinnularia sudetica,Species,Pinnularia sudetica Hilse,https://www.gbif.org/species/5268907,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,viridiformis,Pinnularia viridiformis,Species,"Pinnularia viridiformis Krammer, 2000",https://www.gbif.org/species/8097709,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,viridis,Pinnularia viridis,Species,Pinnularia viridis (Nitzsch) Ehrenberg,https://www.gbif.org/species/5268336,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,,Placoneis,Genus,"Placoneis C.Mereschkowsky, 1903",https://www.gbif.org/species/7404257,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,dicephala,Placoneis dicephala,Species,Placoneis dicephala (W.Sm.) Mersechkowsky,https://www.gbif.org/species/8417077,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,elginensis,Placoneis elginensis,Species,Placoneis elginensis (W.Greg.) E.J.Cox,https://www.gbif.org/species/2629361,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,placentula,Placoneis placentula,Species,Placoneis placentula (Ehrenb.) Heinzerl,https://www.gbif.org/species/2629384,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium, ,Planothidium  ,Genus,"Planothidium F.E.Round & L.Bukhtiyarova, 1996",https://www.gbif.org/species/7515569,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,engelbrechtii,Planothidium engelbrechtii,Species,"Planothidium engelbrechtii (Cholnoky) Round & L.Bukhtiyarova, 1996",https://www.gbif.org/species/7539195,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,frequentissimum,Planothidium frequentissimum,Species,"Planothidium frequentissimum (Lange-Bertalot) Lange-Bertalot, 1999",https://www.gbif.org/species/7649521,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,rostatrum,Planothidium rostatrum,Species,,,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Pleurocapsales,Pleurocapsaceae,Pleurocapsa,,Pleurocapsa ,Genus,"Pleurocapsa Thuret, 1885",https://www.gbif.org/species/3216342,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,,Pleurosigma,Genus,"Pleurosigma W.Smith, 1852",https://www.gbif.org/species/7650819,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,elongatum,Pleurosigma elongatum,Species,"Pleurosigma elongatum W.Smith, 1852",https://www.gbif.org/species/7784801,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,salinarum,Pleurosigma salinarum,Species,"Pleurosigma salinarum (Grunow) Grunow, 1880",https://www.gbif.org/species/8364641,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium, ,Pleurotaenium  ,Genus,"Pleurotaenium Nägeli, 1849",https://www.gbif.org/species/2649630,Chlorophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,brevistriata,Pseudostaurosira brevistriata,Species,Pseudostaurosira brevistriata (Grunow) D.M.Williams & Round,https://www.gbif.org/species/3192238,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Quadrigula,,Quadrigula  ,Genus,"Quadrigula Printz, 1916",https://www.gbif.org/species/2641259,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,sinuata,Reimeria sinuata,Species,Reimeria sinuata (W.Greg.) Kociolek & Stoermer,https://www.gbif.org/species/2630042,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,uniseriata,Reimeria uniseriata,Species,"Reimeria uniseriata S.E.Sala, J.M.Guerrero & M.E.Ferrario, 1993",https://www.gbif.org/species/7622469,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,abbreviata,Rhoicosphenia abbreviata,Species,"Rhoicosphenia abbreviata (C.Agardh) Lange-Bertalot, 1980",https://www.gbif.org/species/8000477,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,,Rhopalodia,Genus,"Rhopalodia O.Müller, 1895",https://www.gbif.org/species/2637379,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,gibba,Rhopalodia gibba,Species,Rhopalodia gibba (Ehrenb.) O.Müll,https://www.gbif.org/species/2637390,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,gibberula,Rhopalodia gibberula,Species,Rhopalodia gibberula (Ehrenb.) O.Müll,https://www.gbif.org/species/2637406,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,operculata,Rhopalodia operculata,Species,"Rhopalodia operculata (C.Agardh) Håkanasson, 1979",https://www.gbif.org/species/7386493,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Rivularia,,Rivularia,Genus,"Rivularia A.W.Roth, 1797",https://www.gbif.org/species/3229764,Cyanophyta,Gelatinous masses,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Romeria, ,Romeria  ,Genus,"Romeria Koczwara, 1932",https://www.gbif.org/species/3231883,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Roya,obtusa var. montana,Roya obtusa var. montana,Species,Roya obtusa var. montana West & West,https://www.gbif.org/species/5273607,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,,Scenedesmus,Genus,"Scenedesmus Meyen, 1829",https://www.gbif.org/species/2640664,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus ,quadricauda,Scenedesmus quadricauda,Species,Scenedesmus quadricauda (Turpin) Bréb,https://www.gbif.org/species/7711060,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Schizothrix,,Schizothrix ,Genus,"Schizothrix Kützing ex Gomont, 1892",https://www.gbif.org/species/3218487,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Pedinophyceae,Scourfieldiales,Scourfieldiaceae,Scourfieldia,,Scourfieldia ,Genus,"Scourfieldia G.S.West, 1912",https://www.gbif.org/species/2688023,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,,Scytonema ,Genus,Scytonema C.Agardh ex Bornet & Flahault,https://www.gbif.org/species/2523951,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,crispum,Scytonema crispum,Species,Scytonema crispum (Agardh) Bornet,https://www.gbif.org/species/3219055,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum, ,Selenastrum  ,Genus,"Selenastrum Reinsch, 1867",https://www.gbif.org/species/8224926,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,,Sellaphora ,Genus,"Sellaphora C.Mereschkowsky, 1902",https://www.gbif.org/species/7732200,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,pupula,Sellaphora pupula,Species,Sellaphora pupula (Kützing) Mersechkowsky,https://www.gbif.org/species/9591609,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,seminulum,Sellaphora seminulum,Species,Sellaphora seminulum (Grunow) D.G.Mann,https://www.gbif.org/species/8363370,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia,delognei,Simonsenia delognei,Species,"Simonsenia delognei (Grunow) Lange-Bertalot, 1979",https://www.gbif.org/species/7751711,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,Sphaerocystis,,Sphaerocystis ,Genus,"Sphaerocystis R.Chodat, 1897",https://www.gbif.org/species/2639562,Chlorophyta,Colonial,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,,Spirogyra,Genus,"Spirogyra Link, 1820",https://www.gbif.org/species/2646845,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,reinhardii,Spirogyra reinhardii,Species,Spirogyra reinhardii V.Chmiel,https://www.gbif.org/species/7994492,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra ,scripta,Spirogyra scripta,Species,,,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Spirulina,abbreviata,Spirulina abbreviata,Species,Spirulina abbreviata Lemmerm,https://www.gbif.org/species/5426873,Cyanophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,,Staurastrum,Genus,"Staurastrum Meyen ex Ralfs, 1848",https://www.gbif.org/species/2647648,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,,Staurodesmus,Genus,"Staurodesmus Teiling, 1948",https://www.gbif.org/species/2647177,Chlorophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,,Stauroneis,Genus,"Stauroneis C.G.Ehrenberg, 1843",https://www.gbif.org/species/8209821,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,anceps,Stauroneis anceps,Species,Stauroneis anceps Ehrenb,https://www.gbif.org/species/7878533,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,smithii,Stauroneis smithii,Species,Stauroneis smithii Grunow,https://www.gbif.org/species/2632473,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,construens,Staurosira construens,Species,Staurosira construens Ehrenb,https://www.gbif.org/species/5421801,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,elliptica,Staurosira elliptica,Species,Staurosira elliptica (Schum.) D.M.Williams & Round,https://www.gbif.org/species/5421790,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,pinnata,Staurosirella pinnata,Species,Staurosirella pinnata (Ehrenb.) D.M.Williams & Round,https://www.gbif.org/species/3192207,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Stenopterobia ,delicatissima,Stenopterobia delicatissima,Species,"Stenopterobia delicatissima (Lewis, 1863) Van Heurck, 1896",https://www.gbif.org/species/7406670,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,,Stephanodiscus,Genus,"Stephanodiscus C.G.Ehrenberg, 1845",https://www.gbif.org/species/3193250,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,agassizensis,Stephanodiscus agassizensis,Species,"Stephanodiscus agassizensis Håk. & Kling, 1989",https://www.gbif.org/species/3193319,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Chamaesiphonales,Dermocarpaceae,Stichosiphon,,Stichosiphon,Genus,Stichosiphon,https://www.gbif.org/species/3217522,Cyanophyta,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium, ,Stigeoclonium  ,Genus,"Stigeoclonium Kützing, 1843",https://www.gbif.org/species/2639997,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium ,tenue,Stigeoclonium tenue,Species,Stigeoclonium tenue (C.Agardh) Kütz,https://www.gbif.org/species/2640014,Chlorophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Stigonematales,Stigonemataceae,Stigonema,,Stigonema ,Genus,Stigonema C.Agardh ex Bornet & Flahault,https://www.gbif.org/species/2523875,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,,Surirella,Genus,"Surirella P.J.F.Turpin, 1828",https://www.gbif.org/species/8026948,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,angusta,Surirella angusta,Species,Surirella angusta Kütz,https://www.gbif.org/species/2632080,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,brebissonii,Surirella brebissonii,Species,Surirella brebissonii Krammer & Lange-Bert,https://www.gbif.org/species/7982329,Bacillariophyta,Single cells,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,,Synechococcus ,Genus,"Synechococcus Nägeli, 1849",https://www.gbif.org/species/3216715,Cyanophyta,Single cells,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabellaria,,Tabellaria ,Genus,"Tabellaria C.G.Ehrenberg ex F.T.Kützing, 1844",https://www.gbif.org/species/3195700,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria,flocculosa,Tabellaria flocculosa,Species,Tabellaria flocculosa (Roth) Kütz,https://www.gbif.org/species/3195704,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,,Tabularia,Genus,"Tabularia (F.T.Kutzing) D.M.Williams & F.E.Round, 1986",https://www.gbif.org/species/3192891,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,fasciculata,Tabularia fasciculata,Species,Tabularia fasciculata (C.Agardh) D.M.Williams & Round,https://www.gbif.org/species/5421877,Bacillariophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Tetraedriella ,,Tetraedriella  ,Genus,"Tetraëdriella Pascher, 1930",https://www.gbif.org/species/9896312,Xanthophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraedron, ,Tetraedron  ,Genus,"Tetraedron Kützing, 1845",https://www.gbif.org/species/2642378,Chlorophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,weissflogi,Thalassiosira weissflogii,Species,Thalassiosira weissflogii (Grunow) Fryxell & Hasle,https://www.gbif.org/species/3193541,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Tolypothrix,,Tolypothrix,Genus,"Tolypothrix Kützing ex Bornet & Flahault, 1886",https://www.gbif.org/species/3218921,Cyanophyta,Unknown,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Trachelomonas,,Trachelomonas ,Genus,"Trachelomonas Ehrenberg, 1834",https://www.gbif.org/species/3208889,Euglenophyta,Single cells,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Trachelomonas,intermedia,Trachelomonas intermedia,Species,Trachelomonas intermedia P.A.Dang,https://www.gbif.org/species/3208906,Euglenophyta,Unknown,Unknown,Unknown,Unknown
Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Trachelomonas,volvocina,Trachelomonas volvocina,Species,Trachelomonas volvocina Ehrenb,https://www.gbif.org/species/3208961,Euglenophyta,Single cells,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,,Trebouxia ,Genus,"Trebouxia Puymaly, 1924",https://www.gbif.org/species/9380449,Chlorophyta,Single cells/filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,vulgare,Tribonema vulgare,Species,Tribonema vulgare Pascher,https://www.gbif.org/species/3200885,Xanthophyta,Filamentous,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,,Phormidiaceae,Trichodesmium,,Trichodesmium ,Genus,"Trichodesmium Ehrenberg ex Gomont, 1892",https://www.gbif.org/species/3218406,Cyanophyta,Filamentous,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,,Tryblionella,Genus,"Tryblionella W.Smith, 1853",https://www.gbif.org/species/8293473,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,apiculata,Tryblionella apiculata,Species,Tryblionella apiculata W.Greg,https://www.gbif.org/species/7923031,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,calida,Tryblionella calida,Species,"Tryblionella calida (Grunow) D.G.Mann, 1990",https://www.gbif.org/species/7666416,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,coarctata,Tryblionella coarctata,Species,Tryblionella coarctata Peragallo,https://www.gbif.org/species/9348419,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,hungarica,Tryblionella hungarica,Species,Tryblionella hungarica (Grunow) D.G.Mann,https://www.gbif.org/species/7916756,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,levidensis,Tryblionella levidensis,Species,Tryblionella levidensis W.Sm,https://www.gbif.org/species/7732317,Bacillariophyta,Unknown,Unknown,Unknown,Unknown
